,wd,ws,freq_val
589.0,125.0,17.0,9.777082518576456e-05
590.0,125.0,18.0,9.233911267544432e-05
591.0,125.0,19.0,8.14756876548038e-05
592.0,125.0,20.0,7.06122626341633e-05
593.0,125.0,21.0,6.518055012384304e-05
594.0,125.0,22.0,6.518055012384304e-05
595.0,125.0,23.0,3.802198757224178e-05
596.0,125.0,24.0,3.802198757224178e-05
597.0,125.0,25.0,2.715856255160127e-05
598.0,130.0,3.0,0.00045083213835658104
599.0,130.0,4.0,0.0006192152261765089
600.0,130.0,5.0,0.0004616955633772216
601.0,130.0,6.0,0.00045083213835658104
602.0,130.0,7.0,0.00045626385086690134
603.0,130.0,8.0,0.0004019467257636988
604.0,130.0,9.0,0.00038021987572241776
605.0,130.0,10.0,0.0002933124755572937
606.0,130.0,11.0,0.0003313344631295355
607.0,130.0,12.0,0.00026072220049537216
608.0,130.0,13.0,0.00022813192543345067
609.0,130.0,14.0,0.00018467822535088863
610.0,130.0,15.0,0.0002227002129231304
611.0,130.0,16.0,0.00015208795028896711
612.0,130.0,17.0,0.0002009733628818494
613.0,130.0,18.0,0.00010320253769608482
614.0,130.0,19.0,6.518055012384304e-05
615.0,130.0,20.0,7.06122626341633e-05
616.0,130.0,21.0,8.690740016512406e-05
617.0,130.0,22.0,5.431712510320254e-05
618.0,130.0,23.0,5.974883761352279e-05
619.0,130.0,24.0,3.802198757224178e-05
620.0,130.0,25.0,3.802198757224178e-05
621.0,135.0,3.0,0.0005866249511145874
622.0,135.0,4.0,0.0006463737887281102
623.0,135.0,5.0,0.0005214444009907443
